Assembly	Intergenes.Alignedpp.aboveThr.Nb	Intergenes.Alignedmm.aboveThr.Nb	PurineBias	Taxid	Specie	assembly_level	RegionNb	GeneNb	tRNA	rRNA	Size	GC.content.avg	GC.content.med	Gene.GC.content.avg	Gene.GC.content.med	Gene.length.avg	Gene.length.med	Promoters.GC.content.avg	Promoters.GC.content.med	Intergenes.GC.content.avg	Intergenes.GC.content.med	Intergenes.length.avg	Intergenes.length.med	Intergenes.Convergent.GC.content.avg	Intergenes.Convergent.GC.content.med	Intergenes.Convergent.length.avg	Intergenes.Convergent.length.med	Intergenes.Convergent.nb	Intergenes.Divergent.GC.content.avg	Intergenes.Divergent.GC.content.med	Intergenes.Divergent.length.avg	Intergenes.Divergent.nb	Intergenes.Alignedpp.GC.content.avg	Intergenes.Alignedpp.GC.content.med	Intergenes.Alignedpp.length.avg	Intergenes.length.content.med	Intergenes.Alignedpp.nb	Intergenes.Alignedmm.GC.content.avg	Intergenes.Alignedmm.GC.content.med	Intergenes.Alignedmm.length.avg	Intergenes.Alignedmm.nb	Compaction	CompactionBp	ConvergentIntergeneProportion	AlignedIntergeneProportion	DivergentIntergeneProportion	Tss.Nb	Tss.Proportion
GCA_000744455.1	743	674	0.565439054329048	1495336	Methanobacterium^sp.^SMA-27	Contig	NA	2622	NA	NA	2490725	0.325712794467474	NA	0.341652744135219	0.343544906662581	774.366132723112	654	0.243966449502809	0.241935483870968	0.214155690686747	0.210526315789474	NA	NA	0.191859531225335	0.194029850746269	164.338753387534	105	369	0.218111594850257	0.215434083601286	293	383	0.211572963305745	0.20746887966805	100	NA	865	0.225132660909084	0.214285714285714	98	815	0.00105270553754429	0.081136616848508	0.0243467263547762	0.0360818637143804	0.0450547531341276	2183	83.257055682685
GCA_000746075.1	760	938	0.572157219477773	386456	Methanobacterium^arcticum	Scaffold	NA	3321	NA	NA	3393923	0.342051730157851	NA	0.352452828852705	0.355820105820106	768.372413793103	633	0.257250808524753	0.241935483870968	0.228914134317048	0.226972109820302	NA	NA	0.212865041647833	0.212765957446808	169.861771058315	98	463	0.226492411012189	0.223376623376623	346	475	0.237776338694558	0.23025942882058	108	NA	984	0.228795831573571	0.228208073845658	118.5	1178	0.000978513655141852	0.0929917973978785	0.0231725940747624	0.0445670099174318	0.0484247874804467	2648	79.7350195724179
GCA_000746205.1	618	522	0.52104764523951	1498500	Halorubrum^sp.^BV1	Scaffold	NA	2765	NA	NA	2767463	0.630580707588804	NA	0.657415720267686	0.670016835016835	878.862144420131	736.5	0.593938616508459	0.612903225806452	0.589287783693376	0.624219265236451	NA	NA	0.664296237904103	0.666666666666667	108.879492600423	56	473	0.600573619058647	0.611242968857182	166	490	0.563712794173151	0.608835005574136	86.5	NA	748	0.556187986402107	0.616279069767442	92	661	0.000999110015201649	0.054069105892292	0.0186091015489638	0.0246775656982587	0.0293915401940333	2120	76.6726943942134
GCA_000746695.1	133	92	0.554581771222415	1502290	Marine^Group^I^thaumarchaeote^SCGC^AAA799-D07	Contig	33	580	16	2	435918	0.338473099639101	NA	0.357854972335449	0.341836734693878	762.445454545455	676.5	0.273812001387444	0.274193548387097	0.227804022075226	0.230769230769231	NA	NA	0.238796304246506	0.220486111111111	53.4285714285714	11.5	70	0.241234587583227	0.238636363636364	82	89	0.203002119398562	0.222222222222222	33	NA	170	0.247047982526774	0.235849056603774	44	117	0.00133052546579861	0.0310494175510073	0.00857959524497726	0.0143077367761827	0.0167416807748246	403	69.4827586206897
GCA_000746705.1	142	141	0.562386810338639	1502294	Marine^Group^I^thaumarchaeote^SCGC^AAA799-O18	Scaffold	50	714	17	NA	522768	0.346249625547563	NA	0.352492257802628	0.34103156274057	607.076923076923	507	0.278290726527786	0.274193548387097	0.228873013265835	0.245598845598846	NA	NA	0.227322060045509	0.25	83.0853658536585	12	82	0.246507585826467	0.25	80	117	0.232804155233586	0.244998244998245	44.5	NA	160	0.213327258475729	0.234375	40	165	0.00136580662932697	0.0343178044562789	0.0130325498117712	0.0164131125087993	0.0179046919474796	517	72.4089635854342
GCA_000755225.1	724	741	0.516649446500348	1457250	Halapricum^salinum	Contig	NA	3450	NA	NA	3451492	0.64052274311747	NA	0.64119294908904	0.64750378214826	886.342143906021	753	0.556454201832962	0.564516129032258	0.535811967363277	0.563636363636364	NA	NA	0.561842256799707	0.590909090909091	89.0374331550802	28	561	0.553119752840813	0.561643835616438	128	685	0.528873532633325	0.557894736842105	71	NA	847	0.512892177597485	0.55530753968254	65	898	0.000999567723175948	0.0437755614093847	0.0144720022529387	0.0183720547519739	0.0254035066574108	2835	82.1739130434783
GCA_000755245.1	845	759	0.519474757048741	1264579	Halococcus^sediminicola	Contig	NA	3907	NA	NA	3764367	0.602529477752654	NA	0.57413985741406	0.578947368421053	923.320754716981	843	0.560127180301226	0.564516129032258	0.531318523126912	0.557377049180328	NA	NA	0.53599226503836	0.544554455445545	136.901081916538	56	647	0.561313476561025	0.57163323782235	134	753	0.522992446163661	0.555555555555556	69	NA	1007	0.512200042049664	0.554022988505747	73	901	0.00103789030134416	0.0455417869724179	0.0235298524293726	0.0187372803980058	0.0268045065744121	3110	79.6007166624008
GCA_000762265.1	638	705	0.546200249251829	2162	Methanobacterium^formicicum	Complete Genome	1	2418	45	7	2449987	0.413395254750331	NA	0.434902520314718	0.440653718387042	850.058652246256	720	0.307230206577331	0.306451612903226	0.279160292066035	0.279294812053433	NA	NA	0.263765538094742	0.260791925465839	177.832298136646	117	322	0.28279749838531	0.281108383685801	279.5	326	0.277358856071598	0.28030303030303	109	NA	760	0.285236501137483	0.285571713715426	108	846	0.000986944012355984	0.0793334821776605	0.0233723689146106	0.0421426725937729	0.0371908095838876	1995	82.5062034739454
GCA_000765475.1	497	466	0.572184797847567	2226	Methanococcoides^methylutens	Contig	15	2253	51	9	2508511	0.412889906691897	NA	0.454538557457594	0.463302752293578	556.8	574	0.343037738199028	0.338709677419355	0.309173001842199	0.321657874289453	NA	NA	0.316145920304433	0.327865546218487	375.484848484848	105	330	0.322158281869054	0.319203339230429	260.5	338	0.300826884232144	0.315903394850763	68	NA	736	0.308343690962481	0.323128568879372	76	660	0.000898142364135537	0.0569393556575993	0.0493958368131532	0.0218392504557485	0.0351001052018508	1639	72.7474478473147
GCA_000769655.1	430	339	0.546137918914076	1505907	Thermococcus^eurythermalis	Complete Genome	2	2150	45	4	2126164	0.500863392016642	NA	0.544548258315495	0.553846153846154	1998.90144792153	729	0.453719406608708	0.451612903225806	0.418663498355067	0.431013609418051	NA	NA	0.438754023668769	0.454545454545455	267.735751295337	87	193	0.436031487348674	0.435645347162201	121	326	0.41857069240965	0.429859437751004	49	NA	650	0.399892979675979	0.416666666666667	52	505	0.00101121080029574	0.0320328065003452	0.0243033933412474	0.0134801454638494	0.0185526610364958	1421	66.0930232558139
GCA_000784335.1	908	860	0.514048929344355	1202768	Halopiger^salifodinae	Scaffold	NA	4248	NA	NA	4350898	0.650663646419641	NA	0.652364353622722	0.664902998236331	876.623931623932	771	0.564845992374588	0.580645161290323	0.576000357787403	0.601330903088245	NA	NA	0.638782724063684	0.651162790697674	143.070528967254	80	794	0.580163666668089	0.590214067278287	191	825	0.546532788084436	0.592783505154639	115	NA	1093	0.555378170933596	0.590163934426229	112	1022	0.000976350169551205	0.0655643961315572	0.0261090928815154	0.0293477346515593	0.0362166614799979	3418	80.4613935969868
GCA_000784355.1	640	598	0.543202792829891	230356	Methanolacinia^paynteri	Scaffold	NA	2774	NA	NA	2791704	0.488610581124873	NA	0.47379206512607	0.479820627802691	829.72131147541	711	0.369110165379763	0.370967741935484	0.32208817046411	0.334375	NA	NA	0.317236434025822	0.333333333333333	167.677233429395	56	347	0.340908413335703	0.343434343434343	164	397	0.316333425462331	0.333333333333333	51	NA	799	0.320466858993381	0.333333333333333	57	734	0.000993658353464407	0.0392401916535564	0.0208417511312088	0.0159182348845006	0.0233219567690557	2032	73.2516222062004
GCA_000789255.1	474	451	0.569717663081441	565033	Geoglobus^acetivorans	Complete Genome	1	2268	47	3	1860815	0.468406585286555	NA	0.473757053583813	0.47309309763038	746.535273368607	651	0.390656662467824	0.387096774193548	0.337321770443171	0.354838709677419	NA	NA	0.338454559743395	0.364285714285714	122.15873015873	40	189	0.362173092725651	0.358208955223881	120	311	0.332416627559544	0.352941176470588	43	NA	576	0.328327928428012	0.352112676056338	38	569	0.00121882078551602	0.032669018682674	0.0124074666208086	0.0126132904130717	0.0200557282696023	1547	68.2098765432099
GCA_000800805.1	237	255	0.563881752735532	1577791	Candidatus^Methanoplasma^termitum	Complete Genome	1	1453	46	3	1488669	0.492056998567176	NA	0.496460156074219	0.499259259259259	934.363386097729	759	0.39659904846552	0.387096774193548	0.334844768063288	0.363636363636364	NA	NA	0.326025272420255	0.375	89.2391304347826	32	184	0.368568307350128	0.369369369369369	142	232	0.322626869735666	0.348837209302326	44	NA	357	0.330391295391936	0.366197183098592	44	413	0.000976039670336388	0.0356372034347461	0.0110299871898992	0.0135073679911384	0.0221298354436077	956	65.7949070887818
GCA_000802205.2	906	884	0.549113239550887	1353260	Candidatus^Nitrosocosmicus^oleophilus	Complete Genome	1	3758	26	7	3430706	0.341388040828914	NA	0.350746691372196	0.348727502782398	676.673496540713	519	0.270237370663421	0.274193548387097	0.279242434505021	0.286309012132716	NA	NA	0.293322472855684	0.298507462686567	256.087014725569	180	747	0.267701511075638	0.274239631336405	232.5	808	0.277094642700094	0.284403669724771	158	NA	981	0.280200779624128	0.288644804148273	137	954	0.00109540135470658	0.10013157641605	0.0557602429354191	0.0453731680884343	0.0547584083276154	3406	90.6333155934008
GCA_000805915.1	128	163	0.576244390178198	1579368	archaeon^GW2011_AR6	Scaffold	10	625	NA	NA	512955	0.427918042115251	NA	0.421826917092337	0.430394056847545	741.318181818182	603	0.346521713301253	0.338709677419355	0.329822569281701	0.336283185840708	NA	NA	0.351744991440618	0.357142857142857	86.6933333333333	29	75	0.34407356289944	0.341176470588235	124	87	0.321421993084462	0.333333333333333	70	NA	155	0.322430378645767	0.333333333333333	45	214	0.00121843046661013	0.0493571560858165	0.0126755758302385	0.0283260714877523	0.0210310845980642	465	74.4
GCA_000805925.1	83	125	0.540682566497282	1579374	archaeon^GW2011_AR16	Scaffold	10	426	NA	1	395366	0.430020002917909	NA	0.432047698871261	0.435897435897436	749.311111111111	633	0.373403897849462	0.370967741935484	0.367075150735963	0.371428571428571	NA	NA	0.329807185297064	0.34979674796748	89.6379310344828	37.5	58	0.362205081702552	0.363068181818182	145	70	0.382157955399004	0.393129044537495	56	NA	102	0.373863888427263	0.375	53.5	142	0.00107748263634202	0.0528194128984283	0.0131498409069065	0.0271469979714998	0.0256724149269285	348	81.6901408450704
GCA_000805935.1	163	139	0.544413192020607	1579369	archaeon^GW2011_AR9	Scaffold	12	577	NA	NA	486555	0.421560728846285	NA	0.428200747240656	0.432624113475177	658.867256637168	552	0.33931075936686	0.338709677419355	0.309500618967303	0.317073170731707	NA	NA	0.313507644266321	0.309251559251559	60.6621621621622	27	74	0.317864954954134	0.316877794336811	129	86	0.306541036501804	0.318181818181818	54	NA	169	0.30586904621853	0.317315026697178	65.5	142	0.00118588854291909	0.0479103081871525	0.00922608954794423	0.0251091860118589	0.0228011221752936	474	82.1490467937608
GCA_000805965.1	253	229	0.54753714910372	1579372	archaeon^GW2011_AR13	Scaffold	53	1161	NA	1	943035	0.284558918647613	NA	0.274087526154844	0.267985611510791	746.674418604651	708	0.209452201933405	0.209677419354839	0.173423278180509	0.178571428571429	NA	NA	0.171385719154389	0.176470588235294	122.687022900763	37	131	0.197388826079999	0.19637379491674	127	166	0.165348083597981	0.172661870503597	55	NA	307	0.169203154954284	0.166666666666667	53.5	292	0.00123113140021314	0.0421288711447613	0.0170428457056206	0.0197733912315025	0.0223554799132588	814	70.1119724375538
GCA_000805995.1	148	149	0.536383457429023	1579375	archaeon^GW2011_AR17	Scaffold	26	797	NA	1	637001	0.341394646072096	NA	0.34715795593313	0.349896480331263	944.413793103448	795	0.28090547162107	0.274193548387097	0.238950218698433	0.25	NA	NA	0.223448085991496	0.236363636363636	119.44776119403	21	67	0.266848223276705	0.265060240963855	97	129	0.227109392376823	0.25	43	NA	187	0.237100137537516	0.25	41	187	0.00125117542986589	0.0345823632929933	0.0125635595548516	0.014938752058474	0.0196436112345193	555	69.6361355081556
GCA_000806015.1	166	179	0.581175751550299	1579377	archaeon^GW2011_AR19	Scaffold	20	859	NA	NA	678285	0.302813382794584	NA	0.297952009953171	0.299793922544142	722.077319587629	603	0.221405562361054	0.209677419354839	0.186530338365057	0.2	NA	NA	0.21390748730734	0.233175150992235	95.74	49.5	100	0.214276639022361	0.220300204527334	123.5	118	0.178122489324727	0.197323124406458	74	NA	218	0.1702701543923	0.189189189189189	49	257	0.00126642930331645	0.0481243135260252	0.0141150106518646	0.0266392445653376	0.0214850689606876	581	67.6367869615832
GCA_000806035.1	91	70	0.566821886715062	1579379	archaeon^GW2011_AR21	Scaffold	36	427	NA	NA	362948	0.428168561529692	NA	0.432190674843609	0.437148217636023	804.761904761905	789	0.357617866004963	0.354838709677419	0.28883178963921	0.316780821917808	NA	NA	0.313360509512647	0.354248366013072	57.84375	20.5	32	0.32081100275933	0.322184936614467	107	50	0.270845061105026	0.297632684230622	25	NA	134	0.289121261415303	0.32	42	91	0.00117647707109558	0.0269928474602422	0.00509990411849631	0.0122524438762578	0.0147404035839845	261	61.1241217798595
GCA_000806055.1	166	125	0.5725371614739	1579364	archaeon^GW2011_AR1	Scaffold	25	728	NA	NA	562091	0.300364161574287	NA	0.29553042599987	0.29553264604811	840.853658536585	621	0.229832131768668	0.225806451612903	0.178024871815011	0.19204425711275	NA	NA	0.186571029375604	0.195794392523364	47.5416666666667	13	72	0.20943539344178	0.204678362573099	99	103	0.167737969772626	0.183941997851772	39.5	NA	226	0.169595218719205	0.192982456140351	42	181	0.00129516395032121	0.0344414872324944	0.00608976126641416	0.0163002965711958	0.0181411906612986	497	68.2692307692308
GCA_000806075.1	253	258	0.577991560630676	1579365	archaeon^GW2011_AR3	Scaffold	14	996	NA	NA	992621	0.445340251342307	NA	0.455729391115611	0.459119496855346	799.126213592233	687	0.36194997330893	0.354838709677419	0.350498232022296	0.361111111111111	NA	NA	0.337892734338105	0.353393665158371	87.5294117647059	50	136	0.336578460601329	0.343283582089552	154	149	0.365975724714098	0.37609649122807	65.5	NA	272	0.348971114683903	0.355996404725218	65.5	276	0.00100340411899406	0.0456511095372756	0.0119924926029169	0.0225345323139446	0.023116577223331	809	81.2248995983936
GCA_000806095.1	268	196	0.547834382810671	1579366	archaeon^GW2011_AR4	Scaffold	19	1243	NA	NA	1233349	0.448319588815524	NA	0.446948185579739	0.451219512195122	803.605839416058	666	0.357710545648835	0.354838709677419	0.340288377473823	0.354430379746835	NA	NA	0.346297049132542	0.372407872143706	90.1323529411765	47	136	0.344577745814489	0.349021779254337	149	200	0.339259144107119	0.354049625468165	50	NA	330	0.334629877462355	0.355743879472693	59.5	236	0.00100782503573603	0.0375741173017532	0.00993879266939042	0.0134122620604549	0.0241618552412983	864	69.5092518101368
GCA_000806115.1	258	193	0.565896700145778	1579367	archaeon^GW2011_AR5	Scaffold	3	1046	17	1	858244	0.498612327870446	NA	0.497633553119296	0.512149702502612	737.134328358209	519	0.36578459296549	0.354838709677419	0.305923296038222	0.330960583645759	NA	NA	0.322863434595803	0.353503184713376	62.9174311926606	14	109	0.326993339097492	0.329411764705882	111	165	0.30181771206691	0.328358208955224	46.5	NA	358	0.292450452870997	0.329108391608392	42	286	0.0012187676231934	0.0378554933095949	0.00799073456965619	0.0165154082055919	0.0213400851040031	781	74.6653919694073
GCA_000806135.1	248	211	0.511931216364406	1579371	archaeon^GW2011_AR11	Scaffold	61	1009	NA	1	916385	0.563560924576031	NA	0.537660542832001	0.551391895141895	966.928571428571	817.5	0.455793043615427	0.467741935483871	0.437403085088032	0.454457193292145	NA	NA	0.431290356326043	0.454545454545455	126.12	33	125	0.421350777868697	0.439189189189189	161	147	0.445792938492541	0.457912457912458	62	NA	281	0.440556300930927	0.461538461538462	75	243	0.00110106560015714	0.049909153903654	0.017203467974705	0.0240826726757858	0.0258264812278682	753	74.6283448959366
GCA_000806155.1	246	194	0.592772303144576	1579376	archaeon^GW2011_AR18	Scaffold	17	1048	NA	1	822540	0.298409784270041	NA	0.295505997891496	0.297814207650273	697.21978021978	540	0.225971407624633	0.209677419354839	0.174097489398102	0.180722891566265	NA	NA	0.156664425776201	0.164414414414414	75.1176470588235	14	102	0.198944456128296	0.189873417721519	105	171	0.169466817789271	0.171080139372822	43	NA	306	0.169555794100142	0.170333655705996	48	232	0.00127410217132298	0.0376151919663481	0.00931504850827923	0.0157864663116687	0.0218287256546794	782	74.618320610687
GCA_000812185.1	253	262	0.566691197331305	1410606	Candidatus^Nitrosopelagicus^brevis	Complete Genome	1	1488	39	3	1232128	0.33157756337004	NA	0.340337796084954	0.333333333333333	1595.54686446392	657	0.282759802241911	0.274193548387097	0.224127623801076	0.24390243902439	NA	NA	0.182373628550915	0.188988095238095	66.6397058823529	6	136	0.258441018685884	0.257166257166257	91	290	0.221854452220488	0.241657397107898	38	NA	342	0.215302077129331	0.235294117647059	34.5	396	0.00120766673592354	0.0336783191356742	0.00735556695408269	0.0122600898607937	0.0214182292748805	1095	73.5887096774194
GCA_000813245.1	454	463	0.55093943279208	1365176	Thermofilum^adornatus^1505	Complete Genome	1	1966	39	3	1754190	0.464039243183464	NA	0.472198205030297	0.469896779093451	781.285350966429	688.5	0.373935635584381	0.370967741935484	0.366490176781301	0.366812227074236	NA	NA	0.396000689861769	0.398630136986301	127.561151079137	40	278	0.349876028895648	0.353049570234311	134	334	0.353717861253839	0.355932203389831	66	NA	519	0.37422176144315	0.373590064942463	59.5	514	0.00112074518723741	0.0454312246677954	0.0202155980823058	0.0199174547796989	0.0255137698880965	1585	80.6205493387589
GCA_000816105.1	376	373	0.548590596867095	110164	Thermococcus^guaymasensis^DSM^11113	Complete Genome	1	2143	46	4	1920914	0.528622832672363	NA	0.534720325570642	0.538220449365028	1267.03644859813	705	0.449487854323007	0.451612903225806	0.409124043245637	0.419047619047619	NA	NA	0.394589883105772	0.408770806658131	132.889423076923	50.5	208	0.426136447224656	0.428571428571429	123	319	0.411012462171707	0.421052631578947	45	NA	588	0.403147441394032	0.416666666666667	45	588	0.00111561475422637	0.0352550921071948	0.0143895041631223	0.0148288783360421	0.0204262137711527	1387	64.7223518432104
GCA_000828575.1	477	410	0.553228479368378	866790	Methanothermobacter^sp.^CaT2	Complete Genome	2	1806	39	7	1731018	0.459485788501521	NA	0.503733739995371	0.509021842355176	864.878551532033	738	0.391880809185347	0.387096774193548	0.366418417949265	0.37007874015748	NA	NA	0.380152426098789	0.384848484848485	145.586666666667	73	225	0.342109381032072	0.341089466089466	147.5	238	0.372969372749864	0.380296276778722	35.5	NA	628	0.363829730609616	0.376016901053163	32	548	0.00104331670727861	0.0311384688085277	0.0189235467222178	0.010858494827899	0.0202799739806287	1363	75.4706533776301
GCA_000830275.1	288	212	0.5633499289704	1579370	archaeon^GW2011_AR10	Complete Genome	1	1373	32	2	1241428	0.430646803519818	NA	0.433306475752295	0.437217173761083	825.003644314869	657	0.3335543407664	0.32258064516129	0.308381987900685	0.322981366459627	NA	NA	0.339045751196992	0.351537744641193	86.0397727272727	34	176	0.307800146921856	0.31203007518797	140	221	0.306948852439414	0.327868852459016	40	NA	450	0.292970906146496	0.312813978886058	50	300	0.00110598439861192	0.0382946091114426	0.0121980493431758	0.0133716977545214	0.0249229113569212	942	68.6088856518572
GCA_000830295.1	272	256	0.573698374245669	1579373	archaeon^GW2011_AR15	Chromosome	1	1348	37	3	1157790	0.424836973889911	NA	0.43156122284647	0.435028248587571	804.178041543027	640.5	0.320416322029225	0.306451612903226	0.269976334292673	0.285714285714286	NA	NA	0.283050984721463	0.285714285714286	39.1654135338346	13	133	0.293830046950992	0.296296296296296	109	225	0.258679645430073	0.273400673400673	41	NA	376	0.261666860912403	0.284832451499118	42	344	0.00116428713324523	0.0351134488983322	0.00449908878121248	0.0139308510178875	0.0211825978804446	978	72.5519287833828
GCA_000830315.1	178	179	0.580929703804026	1579378	archaeon^GW2011_AR20	Complete Genome	1	1044	31	3	829411	0.316699440928563	NA	0.321930991388603	0.317729079385541	744.25	564	0.239695863289043	0.225806451612903	0.179350523582059	0.189764295067656	NA	NA	0.215537781729998	0.227032019704433	65.9895833333333	23	96	0.209174386037468	0.21	95	157	0.153828201787358	0.166666666666667	36	NA	290	0.176366927268864	0.181818181818182	37	253	0.00125872456478151	0.0308315177879242	0.00763795030449318	0.0128488770947094	0.0179826406932148	671	64.272030651341
GCA_000875775.1	460	415	0.559738227264686	1582439	Nitrosopumilus^piranensis	Complete Genome	1	2208	43	3	1713078	0.338204098120459	NA	0.344461951734917	0.341463414634146	5556.52578268877	567	0.280359028511088	0.274193548387097	0.25147635530981	0.25531914893617	NA	NA	0.246844208029007	0.259550889472149	93.521897810219	22.5	274	0.261380096589021	0.258620689655172	101	411	0.251930599232478	0.260869565217391	50	NA	573	0.245341062567315	0.25	47	499	0.00128890803571116	0.0393817444389572	0.0149584548981424	0.0151499231208386	0.0242318213181186	1697	76.856884057971
GCA_000949015.1	261	325	0.556692907208575	1293648	Acidiplasma^sp.^MBA-1	Contig	9	1666	46	2	1747364	0.325414744024792	NA	0.349258866675646	0.348376584802865	889.518835616438	790.5	0.223366389827853	0.209677419354839	0.181600860749047	0.177260077206212	NA	NA	0.167628014038957	0.171717171717172	305.89497716895	48	219	0.198713347427629	0.190576040512739	167	308	0.17800078557679	0.168103448275862	48	NA	377	0.179696030107187	0.167102966841187	62.5	448	0.000953436147248083	0.0467790340192427	0.0383383198921347	0.0173426944815162	0.0294363395377265	1202	72.1488595438175
GCA_000955905.3	316	326	0.559506831117067	1603555	Candidatus^Nitrosotenuis^cloacae	Complete Genome	1	1762	41	3	1620156	0.409969163463271	NA	0.416625202556154	0.417934552045972	1193.25454545455	645	0.341130062209039	0.338709677419355	0.311091679426265	0.329411764705882	NA	NA	0.301813445112257	0.314285714285714	218.12	30	175	0.326498170269088	0.326983551040155	109	348	0.310905997422474	0.333333333333333	44	NA	416	0.303028851023679	0.328808446455505	44	454	0.00108754959398971	0.0369371838267426	0.0235600769308634	0.0135246235547688	0.0234125602719738	1338	75.9364358683314
GCA_000956175.1	560	470	0.560069983630522	1580092	Nitrosopumilus^adriaticus	Complete Genome	1	2231	43	3	1803090	0.334068737556084	NA	0.340168573618508	0.336842105263158	6657.64133876074	588	0.278290339234266	0.274193548387097	0.244825952087851	0.251942186088528	NA	NA	0.220619125631943	0.232233044733045	88.7328767123288	29	292	0.258398346970123	0.256198347107438	104	427	0.249969366837397	0.260869565217391	55	NA	585	0.241340175143896	0.25	52	498	0.00123732037779589	0.0406685190423107	0.014369776328414	0.0160396874254752	0.0246288316168355	1884	84.4464365755267
GCA_000960865.1	203	287	0.545295782831122	1609231	Vulcanisaeta^sp.^AZ3	Contig	478	1521	25	3	1446340	0.420866936194006	NA	0.41474370156997	0.41522491349481	921.933333333333	894	0.343034496794546	0.338709677419355	0.334571100285695	0.333333333333333	NA	NA	0.318098309302163	0.333333333333333	209.187919463087	38	149	0.332542035495373	0.329951298701299	120.5	200	0.339019424351729	0.339902912621359	58	NA	228	0.340286397275029	0.340425531914894	69	323	0.00105161995104885	0.0343978594244783	0.0215502578923351	0.017735110693198	0.0166627487312803	890	58.5141354372124
GCA_000960885.1	245	319	0.545297109456836	1609232	Thermoproteus^sp.^AZ2	Contig	207	1734	27	4	1691324	0.578071400077472	NA	0.567418620334668	0.574700493305144	894.375	882	0.470907076728299	0.467741935483871	0.468033906953652	0.489542483660131	NA	NA	0.587567252200389	0.594594594594595	494.155963302752	103	109	0.442392840044641	0.456521739130435	86.5	276	0.466474943394998	0.485714285714286	49	NA	290	0.453597947024526	0.498316498316498	41	381	0.00102523230321334	0.0247711260527256	0.0318466479515456	0.0106555574212865	0.014115568631439	1116	64.3598615916955
GCA_000965745.1	435	396	0.549920079525873	115547	uncultured^archaeon	Chromosome	1	1992	41	3	2226687	0.464168964924123	NA	0.470892536891948	0.473326403326403	858.683734939759	759	0.380852986355833	0.370967741935484	0.377612433271285	0.38923572003218	NA	NA	0.405292632649776	0.428571428571429	289.418674698795	57	332	0.38534546499869	0.385416666666667	215	369	0.367249437681752	0.381561344141025	86.5	NA	534	0.364923397684031	0.384615384615385	88	513	0.000894602609167791	0.0592634932525317	0.043152450254571	0.0236343275907211	0.0356291656618106	1569	78.7650602409639
GCA_000966265.1	381	437	0.528995305164319	83868	Palaeococcus^ferrophilus^DSM^13482	Contig	NA	2350	NA	NA	2206431	0.54542277460037	NA	0.541953051643193	0.541953051643193	294	294	0.450645494879408	0.451612903225806	0.409883107696551	0.422490808660285	NA	NA	0.416731987989286	0.428571428571429	73.0707070707071	29.5	198	0.426416357314932	0.424873893988258	131	332	0.405376962543584	0.427188940092166	46	NA	606	0.403686732382445	0.416666666666667	49	664	0.00106506842951354	0.0354164712152793	0.00655719576093701	0.0157050005189376	0.0197114706963417	1482	63.063829787234
GCA_000969885.1	719	696	0.545554999544886	2210	Methanosarcina^thermophila^TM-1	Complete Genome	1	2624	55	9	3127379	0.41149985339161	NA	0.439136771660911	0.441002949852507	886.178530643319	768	0.350868687927465	0.338709677419355	0.32424229504342	0.328019547953574	NA	NA	0.329253323843459	0.330845771144279	257.885856079404	163	403	0.320899151070022	0.321180555555556	486	403	0.323307168084749	0.331975509391385	180.5	NA	834	0.324373363532953	0.327052142488384	179	822	0.000839041254673642	0.12009297561952	0.0332316614008087	0.0574660922133198	0.0626268834062005	2221	84.6417682926829
GCA_000969945.1	913	966	0.515080455653935	1434099	Methanosarcina^sp.^Kolksee	Complete Genome	2	3542	57	9	4553495	0.371142317576481	NA	0.357701944842983	0.347742555235351	1186.54545454545	1071	0.340503965033392	0.338709677419355	0.317769096862884	0.320261437908497	NA	NA	0.327298283179455	0.328358208955224	376.786596119929	271	567	0.31238613981091	0.310714285714286	540	573	0.318059469746612	0.32375	249	NA	1039	0.315416931982357	0.319659011450048	212	1114	0.000777864036306178	0.133433549394476	0.0469173678679783	0.0654813500399144	0.0679521993545617	3025	85.4037267080745
GCA_000970005.1	860	863	0.544686437367462	1434102	Methanosarcina^sp.^WH1	Complete Genome	1	3261	54	9	3914091	0.418192116637043	NA	0.442628915288293	0.450173667060551	869.178724708768	742.5	0.352681796931446	0.354838709677419	0.333091594837261	0.33695652173913	NA	NA	0.351375751531289	0.352085769980507	342.704724409449	217.5	508	0.32480484418453	0.323636363636364	432	509	0.327751839083349	0.333333333333333	184	NA	1020	0.333468504006263	0.341772151898734	188	998	0.000833143634115814	0.112763857559776	0.0444787819189692	0.0565852965605552	0.0561785609992205	2741	84.0539711744863
GCA_000970025.1	993	1064	0.540742159156748	2208	Methanosarcina^barkeri^MS	Complete Genome	2	3582	55	9	4574907	0.37535485601378	NA	0.368379793734655	0.368391715415511	1184.625	1087.5	0.340872094703282	0.338709677419355	0.314624585237171	0.314973692942125	NA	NA	0.31672506408641	0.316409666283084	392.655357142857	275	560	0.308769403634431	0.304946455889852	558	561	0.318870956996282	0.317919075144509	236	NA	1059	0.312579705982604	0.317018728222996	219	1168	0.000782966735717251	0.136511190282119	0.0480637092732158	0.0680861927903671	0.0684249974917523	3179	88.749302065885
