Assembly	OriginalName	ProtName	Annot	Specie.x	Length	Type	Compo.*	Compo.A	Compo.C	Compo.D	Compo.E	Compo.F	Compo.G	Compo.H	Compo.I	Compo.K	Compo.L	Compo.M	Compo.N	Compo.P	Compo.Q	Compo.R	Compo.S	Compo.T	Compo.V	Compo.W	Compo.Y	Prop.Tiny	Prop.Small	Prop.Aliphatic	Prop.Aromatic	Prop.Non.polar	Prop.Polar	Prop.Charged	Prop.Basic	Prop.Acidic	Pi	Taxid	Specie.y	assembly_level	CC1
GCA_000253055.1	2271_Thermoproteus^tenax^Kra^1@CCC82471.1$GCA_000253055.1	CCC82471.1		0	55	0	0	5	0	2	3	3	3	0	4	10	2	2	1	3	2	2	1	5	3	1	3	0.254545454545455	0.418181818181818	0.163636363636364	0.127272727272727	0.527272727272727	0.472727272727273	0.309090909090909	0.218181818181818	0.0909090909090909	9.93093316750017	2271	Thermoproteus^tenax^Kra^1	Complete Genome	1
GCA_000258425.1	683846_Fervidicoccus^fontis^Kam940@AFH42340.1$GCA_000258425.1	AFH42340.1		0	58	0	0	3	0	1	6	1	3	0	3	14	6	1	2	1	1	2	2	4	6	0	2	0.206896551724138	0.379310344827586	0.258620689655172	0.0517241379310345	0.448275862068966	0.551724137931034	0.396551724137931	0.275862068965517	0.120689655172414	9.99796592567088	683846	Fervidicoccus^fontis^Kam940	Complete Genome	1
GCA_000258425.1	683846_Fervidicoccus^fontis^Kam940@AFH42693.1$GCA_000258425.1	AFH42693.1		0	58	0	0	5	0	1	6	2	3	0	4	10	4	1	2	2	2	4	2	3	6	0	1	0.224137931034483	0.413793103448276	0.241379310344828	0.0517241379310345	0.482758620689655	0.517241379310345	0.362068965517241	0.241379310344828	0.120689655172414	10.0718952695863	683846	Fervidicoccus^fontis^Kam940	Complete Genome	1
GCA_000264495.1	1200300_Thermogladius^calderae^1633@AFK51062.1$GCA_000264495.1	AFK51062.1		0	55	0	0	5	0	2	4	4	3	0	3	11	3	1	0	3	1	3	1	3	4	0	4	0.218181818181818	0.381818181818182	0.181818181818182	0.145454545454545	0.545454545454545	0.454545454545455	0.363636363636364	0.254545454545455	0.109090909090909	9.93913061040525	1200300	Thermogladius^calderae^1633	Complete Genome	1
GCA_000299395.1	1229909_Candidatus^Nitrosopumilus^sediminis@AFS82562.1$GCA_000299395.1	AFS82562.1		0	47	0	0	2	4	1	1	1	7	0	5	6	0	2	1	4	0	4	1	5	1	0	2	0.404255319148936	0.553191489361702	0.127659574468085	0.0638297872340425	0.595744680851064	0.404255319148936	0.25531914893617	0.212765957446809	0.0425531914893617	9.87751280491453	1229909	Candidatus^Nitrosopumilus^sediminis	Complete Genome	1
GCA_000299395.1	1229909_Candidatus^Nitrosopumilus^sediminis@AFS82812.1$GCA_000299395.1	AFS82812.1		0	82	0	0	5	3	1	5	4	6	1	5	13	5	5	4	3	4	3	8	2	2	1	2	0.292682926829268	0.414634146341463	0.146341463414634	0.0975609756097561	0.5	0.5	0.280487804878049	0.207317073170732	0.0731707317073171	9.86459305206833	1229909	Candidatus^Nitrosopumilus^sediminis	Complete Genome	1
GCA_000299395.1	1229909_Candidatus^Nitrosopumilus^sediminis@AFS83344.1$GCA_000299395.1	AFS83344.1		0	48	0	0	3	4	2	2	1	4	0	2	7	1	2	2	3	1	4	0	5	4	0	1	0.333333333333333	0.5625	0.145833333333333	0.0416666666666667	0.520833333333333	0.479166666666667	0.3125	0.229166666666667	0.0833333333333333	9.6956719724608	1229909	Candidatus^Nitrosopumilus^sediminis	Complete Genome	1
GCA_000303155.1	497727_Candidatus^Nitrososphaera^gargensis^Ga9.2@AFU57591.1$GCA_000303155.1	AFU57591.1		0	48	0	0	5	4	1	2	1	4	0	1	11	0	4	1	2	1	1	0	5	4	0	1	0.375	0.541666666666667	0.104166666666667	0.0416666666666667	0.541666666666667	0.458333333333333	0.3125	0.25	0.0625	9.7869464226529	497727	Candidatus^Nitrososphaera^gargensis^Ga9.2	Complete Genome	1
GCA_000375605.1	1130301_crenarchaeote^SCGC^AAA261-G18@AQVH01000006.1-11$GCA_000375605.1	AQVH01000006.1-11		0	50	0	1	2	3	1	2	0	5	0	4	9	2	1	2	2	1	2	1	5	5	0	2	0.32	0.52	0.22	0.04	0.52	0.46	0.28	0.22	0.06	9.82093996780289	1130301	crenarchaeote^SCGC^AAA261-G18	Contig	1
GCA_000387965.1	1294122_Candidatus^Nanobsidianus^stetteri@EOD42449.1$GCA_000387965.1	EOD42449.1		0	51	0	0	3	4	0	2	1	3	0	2	8	1	2	2	3	3	2	1	4	6	0	4	0.294117647058824	0.509803921568627	0.176470588235294	0.0980392156862745	0.568627450980392	0.431372549019608	0.235294117647059	0.196078431372549	0.0392156862745098	9.65272214779143	1294122	Candidatus^Nanobsidianus^stetteri	Contig	1
GCA_000399765.1	1131266_Marine^Group^I^thaumarchaeote^SCGC^AB-629-I23@ARWQ01000002.1-200$GCA_000399765.1	ARWQ01000002.1-200		0	48	0	1	3	4	0	2	1	5	0	2	7	1	2	1	2	1	3	2	8	2	0	1	0.458333333333333	0.5625	0.104166666666667	0.0416666666666667	0.479166666666667	0.5	0.25	0.208333333333333	0.0416666666666667	9.87886911249375	1131266	Marine^Group^I^thaumarchaeote^SCGC^AB-629-I23	Contig	1
GCA_000399765.1	1131266_Marine^Group^I^thaumarchaeote^SCGC^AB-629-I23@ARWQ01000091.1-2$GCA_000399765.1	ARWQ01000091.1-2		0	48	0	1	3	4	2	3	1	4	0	2	6	2	1	2	4	0	4	0	5	3	0	1	0.333333333333333	0.5625	0.145833333333333	0.0416666666666667	0.520833333333333	0.458333333333333	0.3125	0.208333333333333	0.104166666666667	9.33866246824271	1131266	Marine^Group^I^thaumarchaeote^SCGC^AB-629-I23	Contig	1
GCA_000402075.1	913333_Thaumarchaeota^archaeon^SCGC^AAA007-O23@ARWO01000002.1-42$GCA_000402075.1	ARWO01000002.1-42		0	51	0	1	3	4	3	3	1	4	0	2	7	1	2	3	4	1	4	0	4	3	0	1	0.294117647058824	0.549019607843137	0.117647058823529	0.0392156862745098	0.490196078431373	0.490196078431373	0.333333333333333	0.215686274509804	0.117647058823529	9.30039364256386	913333	Thaumarchaeota^archaeon^SCGC^AAA007-O23	Contig	1
GCA_000402075.1	913333_Thaumarchaeota^archaeon^SCGC^AAA007-O23@ARWO01000004.1-23$GCA_000402075.1	ARWO01000004.1-23		0	48	0	1	3	4	0	2	1	5	0	2	7	1	2	1	2	1	3	2	8	2	0	1	0.458333333333333	0.5625	0.104166666666667	0.0416666666666667	0.479166666666667	0.5	0.25	0.208333333333333	0.0416666666666667	9.87886911249375	913333	Thaumarchaeota^archaeon^SCGC^AAA007-O23	Contig	1
GCA_000405225.1	743729_Nanoarchaeota^archaeon^SCGC^AAA011-D5@ASMP01000001.1-85$GCA_000405225.1	ASMP01000001.1-85		0	64	0	1	7	4	1	2	1	7	0	2	11	1	5	3	1	5	2	3	2	4	0	2	0.359375	0.5	0.109375	0.046875	0.53125	0.453125	0.25	0.203125	0.046875	9.86130432649276	743729	Nanoarchaeota^archaeon^SCGC^AAA011-D5	Contig	1
GCA_000405745.1	1104571_Thaumarchaeota^archaeon^SCGC^AB-179-E04@ASPK01000005.1-6$GCA_000405745.1	ASPK01000005.1-6		0	48	0	1	4	4	1	1	1	3	0	3	10	1	1	3	5	1	2	0	2	4	0	1	0.270833333333333	0.541666666666667	0.166666666666667	0.0416666666666667	0.5625	0.416666666666667	0.291666666666667	0.25	0.0416666666666667	9.97831152057025	1104571	Thaumarchaeota^archaeon^SCGC^AB-179-E04	Contig	1
GCA_000484935.1	1298895_Euryarchaeota^archaeum^SCGC^AAA287-E17@AXWJ01000004.1-12$GCA_000484935.1	AXWJ01000004.1-12		0	52	0	1	2	4	1	4	1	5	0	3	7	1	1	2	5	0	4	0	6	4	0	1	0.326923076923077	0.557692307692308	0.153846153846154	0.0384615384615385	0.519230769230769	0.461538461538462	0.307692307692308	0.211538461538462	0.0961538461538462	9.50581428503091	1298895	Euryarchaeota^archaeum^SCGC^AAA287-E17	Contig	1
GCA_000484955.1	1298894_Euryarchaeota^archaeum^SCGC^AAA287-N16@AXWK01000001.1-33$GCA_000484955.1	AXWK01000001.1-33		0	48	0	1	2	4	1	3	1	4	0	2	6	1	1	2	4	1	4	0	6	4	0	1	0.333333333333333	0.5625	0.145833333333333	0.0416666666666667	0.5	0.479166666666667	0.291666666666667	0.208333333333333	0.0833333333333333	9.5573670929848	1298894	Euryarchaeota^archaeum^SCGC^AAA287-N16	Contig	1
GCA_000484955.1	1298894_Euryarchaeota^archaeum^SCGC^AAA287-N16@AXWK01000007.1-14$GCA_000484955.1	AXWK01000007.1-14		0	48	0	1	3	4	0	2	1	6	0	3	7	1	2	1	2	1	3	1	7	2	0	1	0.4375	0.541666666666667	0.125	0.0416666666666667	0.520833333333333	0.458333333333333	0.25	0.208333333333333	0.0416666666666667	9.87886911249375	1298894	Euryarchaeota^archaeum^SCGC^AAA287-N16	Contig	1
GCA_000484975.1	1298885_Thaumarchaeota^archaeon^SCGC^AAA282-K18@AXWL01000002.1-59$GCA_000484975.1	AXWL01000002.1-59		0	48	0	1	3	4	1	1	1	7	0	5	6	0	2	1	3	1	3	1	5	1	0	2	0.416666666666667	0.541666666666667	0.125	0.0625	0.583333333333333	0.395833333333333	0.229166666666667	0.1875	0.0416666666666667	9.69657684634281	1298885	Thaumarchaeota^archaeon^SCGC^AAA282-K18	Contig	1
GCA_000484975.1	1298885_Thaumarchaeota^archaeon^SCGC^AAA282-K18@AXWL01000019.1-19$GCA_000484975.1	AXWL01000019.1-19		0	51	0	1	3	4	2	4	1	4	0	2	9	1	2	1	4	0	4	0	4	4	0	1	0.294117647058824	0.509803921568627	0.137254901960784	0.0392156862745098	0.509803921568627	0.470588235294118	0.372549019607843	0.254901960784314	0.117647058823529	9.5906825711631	1298885	Thaumarchaeota^archaeon^SCGC^AAA282-K18	Contig	1
GCA_000591035.1	229980_Aeropyrum^camini^SY1^=^JCM^12091@BAN90305.1$GCA_000591035.1	BAN90305.1		0	56	0	0	4	0	2	5	5	3	0	2	13	2	1	1	2	0	3	1	3	4	0	5	0.196428571428571	0.357142857142857	0.142857142857143	0.178571428571429	0.5	0.5	0.410714285714286	0.285714285714286	0.125	9.90089893108493	229980	Aeropyrum^camini^SY1^=^JCM^12091	Complete Genome	1
GCA_000685395.1	1353246_Candidatus^Nitrosotenuis^chungbukensis@AVSQ01000016.1-58$GCA_000685395.1	AVSQ01000016.1-58		0	48	0	1	5	4	0	1	1	5	0	3	7	1	3	1	3	0	3	2	4	3	0	1	0.416666666666667	0.5625	0.145833333333333	0.0416666666666667	0.604166666666667	0.375	0.229166666666667	0.208333333333333	0.0208333333333333	10.0621391398098	1353246	Candidatus^Nitrosotenuis^chungbukensis	Contig	1
GCA_000698785.1	1034015_Nitrososphaera^viennensis^EN76@AIC14741.1$GCA_000698785.1	AIC14741.1		0	74	0	0	12	4	0	2	1	11	0	1	20	1	4	2	1	2	2	3	4	3	0	1	0.459459459459459	0.540540540540541	0.0675675675675676	0.027027027027027	0.527027027027027	0.472972972972973	0.324324324324324	0.297297297297297	0.027027027027027	10.4082134075973	1034015	Nitrososphaera^viennensis^EN76	Complete Genome	1
GCA_000698785.1	1034015_Nitrososphaera^viennensis^EN76@AIC16779.1$GCA_000698785.1	AIC16779.1		0	58	0	0	4	4	1	3	2	5	1	2	12	2	5	1	5	1	2	0	5	1	0	2	0.310344827586207	0.448275862068966	0.0862068965517241	0.0862068965517241	0.551724137931034	0.448275862068966	0.327586206896552	0.258620689655172	0.0689655172413793	9.81370027047398	1034015	Nitrososphaera^viennensis^EN76	Complete Genome	1
GCA_000723185.1	1407055_Candidatus^Nitrosotenuis^uzonensis@CDI04914.1$GCA_000723185.1	CDI04914.1		0	57	0	0	6	0	2	4	1	2	1	6	11	3	1	1	1	2	4	4	2	3	1	2	0.245614035087719	0.368421052631579	0.210526315789474	0.087719298245614	0.456140350877193	0.543859649122807	0.385964912280702	0.280701754385965	0.105263157894737	10.1955199736663	1407055	Candidatus^Nitrosotenuis^uzonensis	Contig	1
GCA_000723185.1	1407055_Candidatus^Nitrosotenuis^uzonensis@CDI05485.1$GCA_000723185.1	CDI05485.1		0	46	0	0	5	4	0	1	1	5	0	4	7	1	2	1	3	0	3	2	4	2	0	1	0.434782608695652	0.565217391304348	0.152173913043478	0.0434782608695652	0.608695652173913	0.391304347826087	0.239130434782609	0.217391304347826	0.0217391304347826	10.0621391398098	1407055	Candidatus^Nitrosotenuis^uzonensis	Contig	1
GCA_000724145.1	1502292_Marine^Group^I^thaumarchaeote^SCGC^AAA799-E16@KER05892.1$GCA_000724145.1	KER05892.1		0	47	0	0	3	4	1	1	1	7	0	5	6	0	2	1	3	0	4	1	5	1	0	2	0.425531914893617	0.553191489361702	0.127659574468085	0.0638297872340425	0.595744680851064	0.404255319148936	0.25531914893617	0.212765957446809	0.0425531914893617	9.87751280491453	1502292	Marine^Group^I^thaumarchaeote^SCGC^AAA799-E16	Scaffold	1
GCA_000724145.1	1502292_Marine^Group^I^thaumarchaeote^SCGC^AAA799-E16@KER06303.1$GCA_000724145.1	KER06303.1		0	48	0	0	2	4	3	3	1	4	0	2	8	1	2	2	3	0	4	0	4	4	0	1	0.291666666666667	0.541666666666667	0.145833333333333	0.0416666666666667	0.5	0.5	0.375	0.25	0.125	9.46133935437829	1502292	Marine^Group^I^thaumarchaeote^SCGC^AAA799-E16	Scaffold	1
GCA_000730285.1	1459637_Candidatus^Nitrososphaera^evergladensis^SR1@AIF83968.1$GCA_000730285.1	AIF83968.1		0	58	0	0	9	2	0	1	1	11	0	1	17	1	3	2	1	1	1	2	3	2	0	0	0.46551724137931	0.551724137931034	0.0689655172413793	0.0172413793103448	0.53448275862069	0.46551724137931	0.327586206896552	0.310344827586207	0.0172413793103448	10.6685974738045	1459637	Candidatus^Nitrososphaera^evergladensis^SR1	Complete Genome	1
GCA_000730285.1	1459637_Candidatus^Nitrososphaera^evergladensis^SR1@AIF85094.1$GCA_000730285.1	AIF85094.1		0	45	0	0	3	4	1	2	1	5	0	3	11	0	4	1	3	1	1	0	3	1	0	1	0.333333333333333	0.466666666666667	0.0888888888888889	0.0444444444444444	0.555555555555556	0.444444444444444	0.333333333333333	0.266666666666667	0.0666666666666667	9.7869464226529	1459637	Candidatus^Nitrososphaera^evergladensis^SR1	Complete Genome	1
GCA_000746695.1	1502290_Marine^Group^I^thaumarchaeote^SCGC^AAA799-D07@KFM20706.1$GCA_000746695.1	KFM20706.1		0	54	0	0	3	4	0	1	4	6	1	2	6	1	3	4	2	1	3	0	9	3	0	1	0.407407407407407	0.574074074074074	0.111111111111111	0.111111111111111	0.537037037037037	0.462962962962963	0.203703703703704	0.185185185185185	0.0185185185185185	9.96620274594754	1502290	Marine^Group^I^thaumarchaeote^SCGC^AAA799-D07	Contig	1
GCA_000746705.1	1502294_Marine^Group^I^thaumarchaeote^SCGC^AAA799-O18@KFM15301.1$GCA_000746705.1	KFM15301.1		0	47	0	0	2	4	0	4	1	4	0	2	7	1	1	3	4	1	4	0	4	4	0	1	0.297872340425532	0.531914893617021	0.148936170212766	0.0425531914893617	0.51063829787234	0.48936170212766	0.319148936170213	0.234042553191489	0.0851063829787234	9.6956712746863	1502294	Marine^Group^I^thaumarchaeote^SCGC^AAA799-O18	Scaffold	1
GCA_000802205.2	1353260_Candidatus^Nitrosocosmicus^oleophilus@ALI35007.1$GCA_000802205.2	ALI35007.1		0	56	0	0	2	4	1	4	1	5	0	2	13	0	5	2	1	3	2	2	4	4	0	1	0.303571428571429	0.446428571428571	0.107142857142857	0.0357142857142857	0.446428571428571	0.553571428571429	0.357142857142857	0.267857142857143	0.0892857142857143	9.81368888807441	1353260	Candidatus^Nitrosocosmicus^oleophilus	Complete Genome	1
GCA_000805935.1	1579369_archaeon^GW2011_AR9@KHO50089.1$GCA_000805935.1	KHO50089.1		0	53	0	0	6	4	0	3	1	7	0	2	11	1	4	0	1	0	4	1	3	4	0	1	0.39622641509434	0.490566037735849	0.132075471698113	0.0377358490566038	0.584905660377358	0.415094339622642	0.339622641509434	0.283018867924528	0.0566037735849057	10.1749366216513	1579369	archaeon^GW2011_AR9	Scaffold	1
GCA_000805965.1	1579372_archaeon^GW2011_AR13@KHO52103.1$GCA_000805965.1	KHO52103.1		0	65	0	0	6	5	2	3	1	7	0	3	12	0	4	1	1	1	1	4	6	6	0	2	0.430769230769231	0.584615384615385	0.138461538461538	0.0461538461538462	0.538461538461538	0.461538461538462	0.276923076923077	0.2	0.0769230769230769	9.4795969542912	1579372	archaeon^GW2011_AR13	Scaffold	1
GCA_000806015.1	1579377_archaeon^GW2011_AR19@KHO54332.1$GCA_000806015.1	KHO54332.1		0	48	0	0	3	5	1	2	0	6	0	1	12	1	3	0	1	1	1	1	6	3	0	1	0.4375	0.541666666666667	0.104166666666667	0.0208333333333333	0.5	0.5	0.333333333333333	0.270833333333333	0.0625	9.75856637028654	1579377	archaeon^GW2011_AR19	Scaffold	1
GCA_000806055.1	1579364_archaeon^GW2011_AR1@KHO48657.1$GCA_000806055.1	KHO48657.1		0	65	0	0	6	6	5	1	1	7	2	0	14	0	7	1	2	2	0	2	3	4	0	2	0.369230769230769	0.553846153846154	0.0615384615384615	0.0769230769230769	0.538461538461538	0.461538461538462	0.338461538461538	0.246153846153846	0.0923076923076923	9.34184667194468	1579364	archaeon^GW2011_AR1	Scaffold	1
GCA_000806095.1	1579366_archaeon^GW2011_AR4@KHO45685.1$GCA_000806095.1	KHO45685.1		0	50	0	0	4	5	1	1	1	4	0	1	6	1	5	2	4	1	3	3	2	5	0	1	0.36	0.6	0.14	0.04	0.62	0.38	0.22	0.18	0.04	9.60022564475628	1579366	archaeon^GW2011_AR4	Scaffold	1
GCA_000806135.1	1579371_archaeon^GW2011_AR11@KHO53414.1$GCA_000806135.1	KHO53414.1		0	43	0	0	2	3	2	1	1	5	0	2	10	1	3	1	0	1	2	3	3	3	0	0	0.372093023255814	0.511627906976744	0.13953488372093	0.0232558139534884	0.465116279069767	0.534883720930233	0.348837209302326	0.27906976744186	0.0697674418604651	10.0399735404698	1579371	archaeon^GW2011_AR11	Scaffold	1
GCA_000812185.1	1410606_Candidatus^Nitrosopelagicus^brevis@AJA92019.1$GCA_000812185.1	AJA92019.1		0	56	0	0	6	1	3	4	0	4	0	5	9	2	2	1	1	1	3	3	3	6	0	2	0.303571428571429	0.5	0.232142857142857	0.0357142857142857	0.517857142857143	0.482142857142857	0.339285714285714	0.214285714285714	0.125	9.61059152262198	1410606	Candidatus^Nitrosopelagicus^brevis	Complete Genome	1
GCA_000812185.1	1410606_Candidatus^Nitrosopelagicus^brevis@AJA92214.1$GCA_000812185.1	AJA92214.1		0	47	0	0	3	4	1	5	1	5	0	2	8	1	1	1	2	1	3	0	3	5	0	1	0.319148936170213	0.51063829787234	0.170212765957447	0.0425531914893617	0.531914893617021	0.468085106382979	0.361702127659574	0.234042553191489	0.127659574468085	9.26683480162195	1410606	Candidatus^Nitrosopelagicus^brevis	Complete Genome	1
GCA_000830295.1	1579373_archaeon^GW2011_AR15@AJF61575.1$GCA_000830295.1	AJF61575.1		0	47	0	0	4	4	2	1	0	6	0	1	11	1	5	1	1	1	2	0	3	2	0	2	0.361702127659574	0.48936170212766	0.0851063829787234	0.0425531914893617	0.553191489361702	0.446808510638298	0.340425531914894	0.276595744680851	0.0638297872340425	9.86130404560447	1579373	archaeon^GW2011_AR15	Chromosome	1
GCA_000830315.1	1579378_archaeon^GW2011_AR20@AJF62432.1$GCA_000830315.1	AJF62432.1		0	57	0	0	4	1	3	4	4	2	1	2	13	0	1	2	1	1	2	5	3	5	1	2	0.263157894736842	0.456140350877193	0.12280701754386	0.140350877192982	0.403508771929825	0.596491228070175	0.403508771929825	0.280701754385965	0.12280701754386	9.83771161458317	1579378	archaeon^GW2011_AR20	Complete Genome	1
GCA_000875775.1	1582439_Nitrosopumilus^piranensis@AJM91679.1$GCA_000875775.1	AJM91679.1		0	496	0	0	21	5	24	84	10	13	8	37	49	44	4	15	53	33	17	36	16	18	2	7	0.183467741935484	0.405241935483871	0.199596774193548	0.0544354838709677	0.431451612903226	0.568548387096774	0.366935483870968	0.149193548387097	0.217741935483871	4.70532799550559	1582439	Nitrosopumilus^piranensis	Complete Genome	1
GCA_000875775.1	1582439_Nitrosopumilus^piranensis@AJM92503.1$GCA_000875775.1	AJM92503.1		0	77	0	0	5	3	3	4	4	4	0	5	12	4	3	4	3	2	4	7	4	3	1	2	0.298701298701299	0.467532467532468	0.155844155844156	0.0909090909090909	0.480519480519481	0.519480519480519	0.298701298701299	0.207792207792208	0.0909090909090909	9.79657458858668	1582439	Nitrosopumilus^piranensis	Complete Genome	1
GCA_000875775.1	1582439_Nitrosopumilus^piranensis@AJM92720.1$GCA_000875775.1	AJM92720.1		0	47	0	0	3	4	1	1	1	7	0	5	6	0	2	1	3	0	4	1	5	1	0	2	0.425531914893617	0.553191489361702	0.127659574468085	0.0638297872340425	0.595744680851064	0.404255319148936	0.25531914893617	0.212765957446809	0.0425531914893617	9.87751280491453	1582439	Nitrosopumilus^piranensis	Complete Genome	1
GCA_000875775.1	1582439_Nitrosopumilus^piranensis@AJM93284.1$GCA_000875775.1	AJM93284.1		0	48	0	0	2	4	1	4	1	4	0	2	8	1	2	3	3	0	4	0	4	4	0	1	0.291666666666667	0.520833333333333	0.145833333333333	0.0416666666666667	0.5	0.5	0.354166666666667	0.25	0.104166666666667	9.63925342420227	1582439	Nitrosopumilus^piranensis	Complete Genome	1
GCA_000955905.3	1603555_Candidatus^Nitrosotenuis^cloacae@AKD44133.1$GCA_000955905.3	AKD44133.1		0	47	0	0	5	4	0	1	1	5	0	3	7	0	4	1	3	0	3	3	4	2	0	1	0.446808510638298	0.574468085106383	0.106382978723404	0.0425531914893617	0.595744680851064	0.404255319148936	0.234042553191489	0.212765957446809	0.0212765957446809	10.0621391398098	1603555	Candidatus^Nitrosotenuis^cloacae	Complete Genome	1
GCA_000956175.1	1580092_Nitrosopumilus^adriaticus@AJW69996.1$GCA_000956175.1	AJW69996.1		0	175	0	0	5	5	5	23	1	2	1	14	26	16	2	13	6	15	4	15	14	7	0	1	0.234285714285714	0.411428571428571	0.211428571428571	0.0171428571428571	0.337142857142857	0.662857142857143	0.337142857142857	0.177142857142857	0.16	8.18518796370061	1580092	Nitrosopumilus^adriaticus	Complete Genome	1
GCA_000956175.1	1580092_Nitrosopumilus^adriaticus@AJW70163.1$GCA_000956175.1	AJW70163.1		0	50	0	0	4	4	2	2	1	4	0	2	8	1	2	2	4	1	4	0	4	4	0	1	0.32	0.56	0.14	0.04	0.54	0.46	0.32	0.24	0.08	9.8069147017669	1580092	Nitrosopumilus^adriaticus	Complete Genome	1
GCA_000956175.1	1580092_Nitrosopumilus^adriaticus@AJW70837.1$GCA_000956175.1	AJW70837.1		0	77	0	0	5	3	1	6	3	5	0	5	11	4	4	4	3	3	3	6	4	3	1	3	0.298701298701299	0.441558441558442	0.155844155844156	0.0909090909090909	0.506493506493506	0.493506493506494	0.272727272727273	0.181818181818182	0.0909090909090909	9.54803689344341	1580092	Nitrosopumilus^adriaticus	Complete Genome	1
GCA_000956175.1	1580092_Nitrosopumilus^adriaticus@AJW71083.1$GCA_000956175.1	AJW71083.1		0	47	0	0	2	4	3	0	1	6	0	5	6	0	2	1	3	0	4	1	6	1	0	2	0.404255319148936	0.574468085106383	0.127659574468085	0.0638297872340425	0.553191489361702	0.446808510638298	0.276595744680851	0.212765957446809	0.0638297872340425	9.69566359739599	1580092	Nitrosopumilus^adriaticus	Complete Genome	1
GCA_000960885.1	1609232_Thermoproteus^sp.^AZ2@KJR73788.1$GCA_000960885.1	KJR73788.1		0	55	0	0	5	0	2	3	3	3	0	4	11	2	2	1	3	1	2	1	5	3	1	3	0.254545454545455	0.418181818181818	0.163636363636364	0.127272727272727	0.527272727272727	0.472727272727273	0.327272727272727	0.236363636363636	0.0909090909090909	9.99767683765664	1609232	Thermoproteus^sp.^AZ2	Contig	1
GCA_000960885.1	1609232_Thermoproteus^sp.^AZ2@KJR73839.1$GCA_000960885.1	KJR73839.1		0	55	0	0	5	0	2	3	3	3	0	4	10	2	2	1	3	2	2	1	5	3	1	3	0.254545454545455	0.418181818181818	0.163636363636364	0.127272727272727	0.527272727272727	0.472727272727273	0.309090909090909	0.218181818181818	0.0909090909090909	9.93093316750017	1609232	Thermoproteus^sp.^AZ2	Contig	1
GCA_000960885.1	1609232_Thermoproteus^sp.^AZ2@KJR73968.1$GCA_000960885.1	KJR73968.1		0	55	0	0	5	0	2	3	3	3	0	4	10	2	2	1	3	2	2	1	5	3	1	3	0.254545454545455	0.418181818181818	0.163636363636364	0.127272727272727	0.527272727272727	0.472727272727273	0.309090909090909	0.218181818181818	0.0909090909090909	9.93093316750017	1609232	Thermoproteus^sp.^AZ2	Contig	1
GCA_001189275.1	1227555_Pyrobaculum^sp.^WP30@AKT34112.1$GCA_001189275.1	AKT34112.1		0	73	0	0	7	1	2	4	4	2	1	3	5	5	1	0	5	1	9	6	3	8	0	6	0.26027397260274	0.465753424657534	0.219178082191781	0.150684931506849	0.575342465753425	0.424657534246575	0.287671232876712	0.205479452054795	0.0821917808219178	10.0748658927787	1227555	Pyrobaculum^sp.^WP30	Complete Genome	1
GCA_001189275.1	1227555_Pyrobaculum^sp.^WP30@AKT35292.1$GCA_001189275.1	AKT35292.1		0	57	0	0	5	0	2	3	3	3	0	2	12	3	3	1	2	3	2	2	4	3	0	4	0.245614035087719	0.385964912280702	0.140350877192982	0.12280701754386	0.491228070175439	0.508771929824561	0.333333333333333	0.245614035087719	0.087719298245614	9.99797012121326	1227555	Pyrobaculum^sp.^WP30	Complete Genome	1
GCA_001189275.1	1227555_Pyrobaculum^sp.^WP30@AKT35398.1$GCA_001189275.1	AKT35398.1		0	60	0	0	5	0	2	3	3	3	1	2	12	4	3	1	2	2	3	2	3	5	0	4	0.216666666666667	0.383333333333333	0.183333333333333	0.133333333333333	0.516666666666667	0.483333333333333	0.35	0.266666666666667	0.0833333333333333	10.1050758329095	1227555	Pyrobaculum^sp.^WP30	Complete Genome	1
GCA_001189275.1	1227555_Pyrobaculum^sp.^WP30@AKT35676.1$GCA_001189275.1	AKT35676.1		0	56	0	0	4	0	2	3	3	3	1	2	13	3	4	0	2	0	2	3	4	3	0	4	0.25	0.375	0.142857142857143	0.142857142857143	0.5	0.5	0.375	0.285714285714286	0.0892857142857143	10.0489838952794	1227555	Pyrobaculum^sp.^WP30	Complete Genome	1
GCA_001437625.1	1655561_Nitrosopumilus^sp.^BACL13^MAG-121220-bin23@KRO24729.1$GCA_001437625.1	KRO24729.1		0	50	0	0	4	4	2	2	1	3	0	3	8	1	2	2	4	1	3	0	4	5	0	1	0.3	0.56	0.18	0.04	0.56	0.44	0.3	0.22	0.08	9.63999313350353	1655561	Nitrosopumilus^sp.^BACL13^MAG-121220-bin23	Contig	1
GCA_001437625.1	1655561_Nitrosopumilus^sp.^BACL13^MAG-121220-bin23@KRO26839.1$GCA_001437625.1	KRO26839.1		0	70	0	0	4	0	1	3	4	4	0	5	9	4	3	5	3	3	5	8	3	3	1	2	0.271428571428571	0.442857142857143	0.171428571428571	0.1	0.471428571428571	0.528571428571429	0.257142857142857	0.2	0.0571428571428571	10.6038360448178	1655561	Nitrosopumilus^sp.^BACL13^MAG-121220-bin23	Contig	1
